종목코드,종목명,시장구분,매출액,영업이익,경상이익,ROE,시가총액,상장주수,결산월,현재가,PER,PBR,EPS,BPS,등락률
017390,서울가스,KOSPI,7695,220,281,2.42,2707,4950,12.0,55100,8.91,0.19,6187.00,284280.00,0.73
017550,수산세보틱스,KOSPI,473,28,37,7.94,993,62399,12.0,1591,6.26,0.50,254.00,3199.00,-0.06
017670,SK텔레콤,KOSPI,43923,5376,4656,2.92,182786,214790,12.0,94100,49.50,1.56,1901.00,60395.00,10.58
017800,현대엘리베이터,KOSPI,5458,405,366,24.3,26191,39092,12.0,67700,10.10,1.81,6703.00,37450.00,1.04
017810,풀무원,KOSPI,8504,190,102,8.47,3343,38120,12.0,8700,18.32,1.04,475.00,8405.00,-0.80
017860,DS단석,KOSPI,2781,44,-21,-7.24,1980,17759,12.0,11110,-16.41,0.73,-677.00,15301.00,-0.36
017900,광전자,KOSPI,345,7,53,2.51,3314,57943,12.0,5900,80.82,1.23,73.00,4784.00,3.15
017940,E1,KOSPI,35853,-1562,1082,6.05,5968,6860,12.0,87000,5.70,0.25,15276.00,349725.00,0.00
017960,한국카본,KOSPI,2118,411,217,17.85,11394,51676,12.0,22500,11.48,1.95,1960.00,11519.00,2.04
018250,애경산업,KOSPI,1588,-16,177,5.96,2989,26409,12.0,11200,19.44,0.71,576.00,15841.00,-1.06
018260,삼성에스디에스,KOSPI,33529,783,1300,6.65,148178,77377,12.0,196000,19.97,1.53,9816.00,128198.00,2.35
018470,조일알미늄,KOSPI,4984,201,123,5.62,1142,126631,12.0,896,10.30,0.57,87.00,1576.00,-0.67
018500,동원모빌리티,KOSPI,6595,350,327,24.98,621,46754,3.0,1343,1.61,0.35,835.00,3844.00,1.05
018670,SK가스,KOSPI,26353,2277,3581,13.79,21013,9257,12.0,,,,,,
018880,한온시스템,KOSPI,27482,972,1075,-3.16,34944,1026262,12.0,3535,-13.75,0.96,-257.00,3671.00,3.82
019170,신풍제약,KOSPI,545,-4,4,3.83,4030,52418,12.0,7610,47.56,1.44,160.00,5267.00,-1.04
019175,신풍제약우,KOSPI,0,0,0,0.0,244,1991,12.0,12260,0.00,0.00,0.00,0.00,-0.16
019180,티에이치엔,KOSPI,2763,175,201,41.08,1009,18000,12.0,5610,1.47,0.45,3815.00,12483.00,0.00
019490,엑시큐어하이트론,KOSPI,7,-9,-9,-131.71,413,76432,12.0,541,-1.47,3.34,-369.00,162.00,0.00
019680,대교,KOSPI,1577,-36,-40,-13.97,797,84702,12.0,912,-2.61,0.27,-350.00,3375.00,-3.18
019685,대교우B,KOSPI,0,0,0,0.0,144,19426,12.0,713,0.00,0.00,0.00,0.00,-4.17
020000,한섬,KOSPI,4104,365,358,3.87,4649,21476,12.0,20800,10.09,0.31,2061.00,66913.00,-3.93
020120,키다리스튜디오,KOSPI,583,34,66,5.36,1328,37063,12.0,3460,19.33,0.63,179.00,5485.00,-3.49
020150,롯데에너지머티리얼즈,KOSPI,1598,-50,109,-6.32,15657,52365,12.0,29850,-9.74,0.94,-3065.00,31623.00,-0.17
020560,아시아나항공,KOSPI,16804,-524,-3296,-86.18,14233,205990,12.0,,,,,,
020760,일진디스플,KOSPI,118,-6,-5,-16.49,509,56523,12.0,902,-7.39,1.63,-122.00,555.00,0.00
021050,서원,KOSPI,5030,274,228,0.7,476,47474,12.0,1018,-8.55,0.33,-119.00,3073.00,1.50
021240,코웨이,KOSPI,13297,2509,2563,19.32,66167,70767,12.0,91800,10.73,1.80,8558.00,51065.00,-1.82
021820,세원정공,KOSPI,1195,123,334,6.32,961,10000,6.0,9640,2.07,0.15,4646.00,63677.00,0.31
022100,포스코DX,KOSPI,2415,37,58,6.32,26758,152034,12.0,18940,55.22,5.05,343.00,3752.00,7.61
023000,삼원강재,KOSPI,0,0,0,0.0,868,39739,12.0,2180,0.00,0.00,0.00,0.00,-0.23
023150,MH에탄올,KOSPI,210,5,21,-4.84,301,7378,12.0,4105,-12.71,0.44,-323.00,9350.00,0.61
023350,한국종합기술,KOSPI,987,40,54,0.0,452,10950,12.0,4050,5.19,0.25,780.00,16398.00,-2.06
023450,동남합성,KOSPI,0,0,0,0.0,997,3500,12.0,,,,,,
023530,롯데쇼핑,KOSPI,35816,2529,1801,1.07,36888,28288,12.0,134400,73.77,0.25,1822.00,537131.00,3.07
023590,다우기술,KOSPI,94826,6413,6830,18.73,15626,43287,12.0,37100,3.29,0.46,11260.00,79869.00,2.77
023800,인지컨트롤스,KOSPI,1785,98,87,4.31,815,15809,12.0,5280,5.19,0.36,1017.00,14627.00,2.33
023810,인팩,KOSPI,1581,20,18,6.49,475,10000,12.0,,,,,,
023960,에쓰씨엔지니어링,KOSPI,193,-18,-31,-14.34,378,38035,12.0,998,-7.68,0.80,-130.00,1242.00,0.30
024070,WISCOM,KOSPI,280,-12,-6,1.35,280,15326,12.0,1887,21.44,0.33,88.00,5754.00,3.06
024090,디씨엠,KOSPI,0,0,0,0.0,1230,11400,12.0,10770,0.00,0.00,0.00,0.00,-0.19
024110,기업은행,KOSPI,100892,9325,9735,7.49,163871,797425,12.0,20700,6.09,0.45,3400.00,45716.00,0.73
024720,콜마홀딩스,KOSPI,1519,92,523,8.27,2894,34296,12.0,8480,12.42,0.47,683.00,17926.00,0.47
024890,대원화성,KOSPI,350,5,1,9.14,247,8249,12.0,3050,7.18,0.56,425.00,5461.00,1.67
024900,디와이덕양,KOSPI,4281,26,53,1.5,606,32564,12.0,,,,,,
025000,KPX케미칼,KOSPI,1977,54,140,8.58,2160,4378,12.0,49500,4.69,0.31,10548.00,158214.00,0.30
025530,SJM홀딩스,KOSPI,543,32,104,5.6,523,14934,12.0,3530,6.26,0.28,564.00,12785.00,0.71
025540,한국단자,KOSPI,3374,258,457,10.06,6220,10115,12.0,61500,5.92,0.54,10383.00,114828.00,0.00
025560,미래산업,KOSPI,207,49,59,13.52,2125,5090,12.0,41750,17.46,1.52,2391.00,27450.00,0.00
025620,차AI헬스케어,KOSPI,19,-24,-46,-1.86,793,18203,12.0,,,,,,
025750,한솔홈데코,KOSPI,691,27,46,-17.35,298,16113,12.0,1883,-1.36,0.30,-1387.00,6182.00,1.78
025820,이구산업,KOSPI,4723,252,160,9.61,1259,33442,12.0,3800,10.08,0.93,377.00,4080.00,0.93
025860,남해화학,KOSPI,4930,-1,-30,2.36,2861,49678,12.0,5750,9.80,0.50,587.00,11459.00,-0.17
025890,한국주강,KOSPI,473,11,8,2.27,247,11144,12.0,2225,33.21,0.72,67.00,3100.00,0.00
026890,스틱인베스트먼트,KOSPI,168,46,45,9.39,3167,38770,12.0,7290,20.19,1.03,361.00,7052.00,-10.77
026940,부국철강,KOSPI,0,0,0,0.0,395,20000,12.0,1914,0.00,0.00,0.00,0.00,-3.28
026960,동서,KOSPI,1353,104,476,8.66,24675,99700,12.0,25600,17.62,1.47,1453.00,17452.00,3.43
027410,BGF,KOSPI,1049,85,108,3.63,3704,95716,12.0,3855,6.24,0.21,618.00,18674.00,-0.39
027740,마니커,KOSPI,997,-31,-37,0.5,315,31755,12.0,,,,,,
027970,한국제지,KOSPI,1990,46,-467,-20.95,994,190150,12.0,523,-2.97,0.24,-176.00,2136.00,0.00
028050,삼성E&A,KOSPI,22674,1882,2088,13.69,80948,196000,12.0,41300,13.11,1.71,3150.00,24187.00,0.00
028100,동아지질,KOSPI,1238,51,58,8.86,1916,13389,12.0,14300,10.23,0.77,1398.00,18566.00,-0.07
028260,삼성물산,KOSPI,104658,7204,13450,5.41,557045,162167,12.0,354000,24.99,1.16,14165.00,305019.00,3.06
02826K,삼성물산우B,KOSPI,0,0,0,0.0,2894,1467,12.0,203500,0.00,0.00,0.00,0.00,3.19
028670,팬오션,KOSPI,15089,1409,979,5.54,26781,534569,12.0,5080,9.01,0.47,564.00,10707.00,1.40
029460,케이씨,KOSPI,2125,140,298,5.13,3140,11020,12.0,28300,8.56,0.37,3305.00,77202.00,-0.70
029530,신도리코,KOSPI,852,29,260,2.46,3998,9715,12.0,41050,20.62,0.33,1991.00,124856.00,-0.24
029780,삼성카드,KOSPI,12858,2100,2121,7.21,54859,115858,12.0,47500,8.52,0.57,5575.00,83059.00,0.32
030000,제일기획,KOSPI,10176,365,409,14.28,21317,115041,12.0,18540,10.28,1.19,1804.00,15525.00,0.05
030190,NICE평가정보,KOSPI,1560,294,315,19.33,8518,58911,12.0,,,,,,
030200,KT,KOSPI,67784,4827,5125,8.87,132815,252021,12.0,52300,7.61,0.71,6869.00,73231.00,-0.76
030210,다올투자증권,KOSPI,7691,92,207,7.02,2034,60911,12.0,3305,5.70,0.34,580.00,9654.00,-1.05
030610,교보증권,KOSPI,23957,959,929,7.61,10803,113962,12.0,9430,7.52,0.50,1254.00,18773.00,-0.53
030720,동원수산,KOSPI,398,36,39,16.39,266,4653,12.0,,,,,,
031210,서울보증보험,KOSPI,8343,935,855,6.12,29185,69821,12.0,42000,10.93,0.57,3844.00,74331.00,0.48
031430,신세계인터내셔날,KOSPI,2956,148,146,1.67,3960,34986,12.0,,,,,,
031440,신세계푸드,KOSPI,3094,34,28,23.22,1477,3872,12.0,38150,1.91,0.39,19939.00,98997.00,0.00
031820,아이티센씨티에스,KOSPI,2488,35,395,36.03,611,12105,12.0,5050,1.16,0.27,4364.00,18921.00,0.00
032350,롯데관광개발,KOSPI,1562,288,-62,13.41,8809,79725,12.0,11150,31.32,2.38,356.00,4677.00,0.90
032560,황금에스티,KOSPI,877,88,115,5.42,882,17000,12.0,5250,4.95,0.23,1060.00,22693.00,1.16
032640,LG유플러스,KOSPI,38037,2723,2225,6.15,61117,424427,12.0,14640,12.12,0.70,1208.00,20826.00,1.67
032830,삼성생명,KOSPI,147194,13578,15294,5.44,632000,200000,12.0,320000,27.79,0.92,11514.00,349293.00,1.27
033240,자화전자,KOSPI,2607,246,382,17.26,5163,21605,12.0,25500,11.86,1.18,2150.00,21665.00,6.69
033250,체시스,KOSPI,246,14,22,13.75,239,6400,12.0,3625,3.68,0.51,985.00,7090.00,-3.07
033270,유나이티드제약,KOSPI,2887,563,461,8.27,2706,15910,12.0,16980,8.54,0.64,1989.00,26532.00,-0.18
033530,SJG세종,KOSPI,4848,362,477,16.26,1672,27820,12.0,5980,2.42,0.31,2471.00,19312.00,-0.50
033780,KT&G,KOSPI,17036,3645,5083,13.25,184990,103810,12.0,176600,19.68,1.98,8973.00,89409.00,-0.90
033920,무학,KOSPI,357,7,-145,4.67,2071,28500,12.0,7210,4.08,0.32,1766.00,22743.00,-0.83
034020,두산에너빌리티,KOSPI,42611,2335,1195,1.98,427894,640561,12.0,69200,524.24,5.69,132.00,12156.00,3.59
034120,SBS,KOSPI,1904,-176,-159,0.11,2116,18551,12.0,11420,26.37,0.16,433.00,69877.00,0.09
034220,LG디스플레이,KOSPI,55340,1467,-5222,-1.28,48750,500000,12.0,10110,22.32,0.77,453.00,13208.00,3.69
034230,파라다이스,KOSPI,2940,373,249,4.71,8957,92629,12.0,,,,,,
034310,NICE,KOSPI,7888,424,442,5.87,4649,36757,12.0,12700,12.51,0.58,1015.00,21761.00,0.40
034590,인천도시가스,KOSPI,9436,194,244,8.85,1148,4374,12.0,,,,,,
034730,SK,KOSPI,367513,35942,116472,9.29,432116,72502,12.0,,,,,,
03473K,SK우,KOSPI,0,0,0,0.0,1885,566,12.0,341500,0.00,0.00,0.00,0.00,2.55
034830,한국토지신탁,KOSPI,437,5,141,2.25,2754,252489,12.0,1110,13.37,0.23,83.00,4754.00,1.74
035000,HS애드,KOSPI,721,-121,-123,7.91,940,16207,12.0,5900,5.61,0.45,1051.00,13081.00,1.72
035150,백산,KOSPI,1301,127,146,12.76,1965,19771,12.0,10090,6.35,0.80,1590.00,12669.00,1.51
035250,강원랜드,KOSPI,3789,689,539,7.55,30187,213940,12.0,14180,9.54,0.71,1487.00,19841.00,0.50
035420,NAVER,KOSPI,32411,5418,3935,6.49,302902,156944,12.0,196900,15.91,1.07,12376.00,184396.00,2.02
035510,신세계 I&C,KOSPI,1786,124,136,6.89,1708,13980,12.0,12170,6.18,0.37,1968.00,32954.00,-0.41
035720,카카오,KOSPI,19421,2114,3325,4.49,156372,442981,12.0,35500,31.98,1.39,1110.00,25625.00,0.57
036420,콘텐트리중앙,KOSPI,1918,-16,-221,-90.88,318,19262,12.0,1636,-0.35,0.21,-4691.00,7612.00,-1.21
036460,한국가스공사,KOSPI,118022,9100,7183,2.8,29770,92313,12.0,32400,22.48,0.26,1441.00,123774.00,0.47
036530,SNT홀딩스,KOSPI,4805,646,721,9.02,8347,16303,12.0,49450,6.21,0.53,7969.00,92522.00,-3.42
036570,NC,KOSPI,5574,1133,1873,14.0,45996,21544,12.0,218000,13.61,1.26,16023.00,173514.00,2.11
036580,팜스코,KOSPI,3990,197,-48,18.28,1033,36727,12.0,2640,2.37,0.45,1114.00,5917.00,-6.22
037270,YG PLUS,KOSPI,535,39,82,12.48,1986,63663,12.0,3100,8.78,1.05,353.00,2963.00,-0.64
037560,LG헬로비전,KOSPI,2554,51,36,0.4,1177,77446,12.0,1532,66.61,0.26,23.00,5845.00,0.79
037710,광주신세계,KOSPI,0,0,0,0.0,2986,7627,12.0,38700,0.00,0.00,0.00,0.00,-1.15
039130,하나투어,KOSPI,1748,168,262,29.65,4670,15489,12.0,30050,14.76,3.06,2036.00,9827.00,-0.33
039490,키움증권,KOSPI,93960,6212,6623,21.51,80127,26228,12.0,,,,,,
039570,HDC랩스,KOSPI,1481,72,87,6.31,1949,25957,12.0,7510,15.91,0.65,472.00,11616.00,0.00
041650,상신브레이크,KOSPI,1303,22,43,-4.15,457,21471,12.0,2185,-3.94,0.20,-554.00,10944.00,2.58
042660,한화오션,KOSPI,32099,4411,5064,25.71,250952,306413,12.0,83900,20.63,4.17,4066.00,20138.00,2.44
042700,한미반도체,KOSPI,509,85,251,30.8,213499,95312,12.0,,,,,,
044380,주연테크,KOSPI,171,4,6,-1.87,174,12896,12.0,1235,-9.43,0.42,-131.00,2929.00,-8.65
044450,KSS해운,KOSPI,1398,216,640,15.25,2248,23085,12.0,10050,6.34,0.42,1584.00,24109.00,3.18
044820,코스맥스비티아이,KOSPI,2052,164,247,15.94,1816,9603,12.0,18980,6.24,0.66,3041.00,28837.00,0.37
047040,대우건설,KOSPI,19514,2556,2673,-19.51,60814,410907,12.0,15270,-6.96,1.87,-2195.00,8148.00,3.18
047050,포스코인터내셔널,KOSPI,84104,3575,3369,10.31,92535,175922,12.0,51700,14.81,1.31,3491.00,39358.00,-1.71
047400,유니온머티리얼,KOSPI,248,11,14,15.16,404,42000,12.0,973,16.49,2.08,59.00,467.00,0.93
047810,한국항공우주,KOSPI,10927,671,530,11.14,138902,97475,12.0,149300,78.29,7.95,1907.00,18776.00,4.77
049800,우진플라임,KOSPI,356,-41,-26,2.48,343,20000,12.0,1777,15.59,0.32,114.00,5492.00,3.49
051600,한전KPS,KOSPI,3524,370,392,11.25,19147,45000,12.0,43650,15.81,1.46,2761.00,29906.00,2.59
051630,진양화학,KOSPI,245,-41,-45,-12.58,362,21200,12.0,1198,-4.70,0.66,-255.00,1829.00,-29.90
051900,LG생활건강,KOSPI,15766,1078,1157,-2.04,36690,14975,12.0,244000,-42.90,0.75,-5688.00,325224.00,-0.41
051905,LG생활건강우,KOSPI,0,0,0,0.0,1903,2096,12.0,94500,0.00,0.00,0.00,0.00,4.07
051910,LG화학,KOSPI,122468,-497,-5665,-6.05,176833,70592,12.0,252000,-10.84,0.60,-23242.00,419617.00,0.60
051915,LG화학우,KOSPI,0,0,0,0.0,8734,7688,12.0,114200,0.00,0.00,0.00,0.00,0.53
052690,한전기술,KOSPI,1133,141,178,5.65,33404,38220,12.0,90400,40.47,5.50,2234.00,16428.00,3.43
053210,스카이라이프,KOSPI,2390,59,24,0.76,1912,47522,12.0,4025,27.57,0.35,146.00,11465.00,0.00
053690,한미글로벌,KOSPI,1120,30,41,6.7,1628,10957,12.0,15320,9.05,0.71,1692.00,21462.00,3.10
055490,테이팩스,KOSPI,386,18,27,3.33,591,4786,12.0,12740,30.12,0.39,423.00,32645.00,3.07
055550,신한지주,KOSPI,148145,21545,22214,8.81,496963,474654,12.0,104500,10.36,0.86,10085.00,121468.00,-0.19
057050,현대홈쇼핑,KOSPI,9785,653,702,4.61,0,12000,12.0,0,0.00,0.00,0.00,0.00,0.00
058430,포스코스틸리온,KOSPI,2793,63,79,3.77,2619,60000,12.0,4350,15.32,0.68,284.00,6401.00,-0.34
058650,세아홀딩스,KOSPI,17113,577,484,3.14,4997,4242,12.0,115500,7.15,0.20,16154.00,569956.00,-1.95
058730,다스코,KOSPI,595,-58,-62,-5.83,867,19948,12.0,4010,-15.66,0.50,-256.00,8064.00,-7.82
058850,KTcs,KOSPI,2358,105,106,12.89,923,41404,12.0,,,,,,
058860,KTis,KOSPI,4364,207,214,0.0,878,34802,12.0,,,,,,
060980,HL홀딩스,KOSPI,3270,347,283,3.33,3431,9078,12.0,37700,16.97,0.32,2221.00,118065.00,-0.26
062040,산일전기,KOSPI,1503,555,597,0.0,50454,30615,12.0,166700,34.08,8.65,4891.00,19269.00,1.15
063160,종근당바이오,KOSPI,1718,110,92,6.85,704,5485,12.0,12820,8.08,0.54,1586.00,23881.00,-0.23
064350,현대로템,KOSPI,14575,2242,2756,30.08,167096,109142,12.0,155800,22.08,5.52,7055.00,28211.00,1.76
064400,LG씨엔에스,KOSPI,13150,942,1128,16.64,60553,96885,12.0,64600,14.20,2.13,4548.00,30270.00,3.36
064960,SNT모티브,KOSPI,2156,215,332,7.23,6754,26540,12.0,25800,9.84,0.61,2623.00,42534.00,1.38
066570,LG전자,KOSPI,237272,16737,14009,4.11,282116,162884,12.0,182700,34.34,1.38,5321.00,132659.00,5.48
066575,LG전자우,KOSPI,0,0,0,0.0,10824,17181,12.0,67500,0.00,0.00,0.00,0.00,7.14
066970,엘앤에프,KOSPI,7396,1173,-555,-76.93,33685,40683,12.0,82400,-5.73,4.71,-14393.00,17482.00,-0.48
067830,세이브존I&C,KOSPI,1172,78,161,2.64,943,41040,12.0,2295,7.45,0.19,308.00,11950.00,-0.22
068270,셀트리온,KOSPI,11450,3219,4322,7.28,399062,232553,12.0,,,,,,
068290,삼성출판사,KOSPI,406,-2,126,6.34,621,10000,12.0,6170,5.69,0.35,1085.00,17639.00,-0.64
069260,TKG휴켐스,KOSPI,2949,152,179,6.86,6176,40878,12.0,15000,10.23,0.64,1466.00,23511.00,-0.73
069460,대호에이엘,KOSPI,654,17,-99,-44.72,463,17414,12.0,2660,-1.27,0.56,-2094.00,4792.00,0.00
069620,대웅제약,KOSPI,3778,222,340,21.84,14112,11586,12.0,119700,7.08,1.37,16904.00,87439.00,-1.72
069640,한세엠케이,KOSPI,660,4,-11,-115.88,222,22403,12.0,999,-0.51,1.12,-1960.00,891.00,0.81
069730,DSR제강,KOSPI,567,66,118,15.28,813,14400,12.0,5640,3.29,0.43,1713.00,13053.00,-0.18
069960,현대백화점,KOSPI,9501,988,986,4.62,30212,21564,12.0,139100,15.16,0.66,9177.00,210969.00,-0.71
070960,모나용평,KOSPI,477,94,80,-8.44,1010,48133,12.0,2155,-3.39,0.28,-635.00,7586.00,2.62
071050,한국금융지주,KOSPI,104160,11063,12362,21.86,122039,55725,12.0,215000,6.55,1.05,32808.00,205667.00,-1.83
071055,한국금융지주우,KOSPI,0,0,0,0.0,8711,5858,12.0,145600,0.00,0.00,0.00,0.00,-2.08
071090,하이스틸,KOSPI,549,18,37,-1.99,576,20191,12.0,,,,,,
071320,지역난방공사,KOSPI,14341,3202,2963,13.14,7375,11578,12.0,64000,2.19,0.32,29268.00,198762.00,0.47
071840,롯데하이마트,KOSPI,23567,17,-2869,-28.05,1468,23607,12.0,6150,-0.48,0.15,-12935.00,40082.00,-1.13
071950,코아스,KOSPI,214,19,1,-162.18,218,12459,12.0,1762,-0.32,0.60,-5422.00,2919.00,0.69
071970,HD현대마린엔진,KOSPI,1335,326,348,43.41,19742,33921,12.0,64600,13.27,4.48,4867.00,14413.00,11.00
072130,유엔젤,KOSPI,177,2,13,7.32,583,12695,12.0,4655,13.85,0.91,336.00,5122.00,1.31
072710,농심홀딩스,KOSPI,2654,309,303,9.16,4053,4637,12.0,88700,3.59,0.31,24706.00,284823.00,1.49
073240,금호타이어,KOSPI,11678,1470,1291,17.1,17522,287260,12.0,6110,5.05,0.86,1209.00,7065.00,0.16
074610,이엔플러스,KOSPI,63,-6,-6,-68.19,448,8770,12.0,5110,46.04,2.64,111.00,1932.00,0.00
075180,새론오토모티브,KOSPI,361,-17,57,0.5,574,19200,12.0,2975,-110.19,0.23,-27.00,12758.00,-0.50
075580,세진중공업,KOSPI,872,136,205,24.76,6549,56849,12.0,11540,12.95,2.87,891.00,4019.00,0.17
077500,유니퀘스트,KOSPI,1690,115,119,9.29,1153,21600,12.0,,,,,,
077970,STX엔진,KOSPI,1890,175,160,23.25,9374,40148,12.0,23900,12.92,2.80,1850.00,8545.00,2.36
078000,텔코웨어,KOSPI,68,-14,66,11.44,1155,9240,12.0,,,,,,
078520,에이블씨엔씨,KOSPI,614,94,111,22.13,2536,26014,12.0,,,,,,
078930,GS,KOSPI,68423,12586,12146,9.0,76638,92895,12.0,84200,9.98,0.54,8434.00,155303.00,2.06
078935,GS우,KOSPI,0,0,0,0.0,975,1779,12.0,56300,0.00,0.00,0.00,0.00,2.74
079160,CJ CGV,KOSPI,5734,87,-206,-27.9,7269,165582,12.0,4395,-5.06,1.28,-868.00,3444.00,0.11
079430,현대리바트,KOSPI,3559,11,22,0.59,1118,20114,12.0,5530,15.32,0.27,361.00,20785.00,-0.54
079550,LIG디펜스앤에어로스페이스,KOSPI,11679,1711,1768,22.47,147840,22000,12.0,667000,57.92,10.19,11516.00,65465.00,-0.74
079900,전진건설로봇,KOSPI,460,43,88,21.25,4370,14592,12.0,31150,14.41,2.91,2161.00,10701.00,4.01
079980,휴비스,KOSPI,2260,2,-37,-0.74,676,34500,12.0,1918,28.63,0.25,67.00,7534.00,-2.14
081000,일진다이아,KOSPI,478,4,48,2.31,1195,14202,12.0,8450,17.49,0.29,483.00,29014.00,0.36
081660,미스토홀딩스,KOSPI,12890,1937,1965,11.6,24422,53091,12.0,45000,12.02,1.24,3743.00,36406.00,-2.17
082640,동양생명,KOSPI,11178,311,310,6.21,11907,156062,12.0,7600,9.84,0.77,772.00,9925.00,-0.39
082740,한화엔진,KOSPI,3452,514,691,0.0,37050,83447,12.0,47050,22.60,7.06,2082.00,6666.00,5.97
083420,그린케미칼,KOSPI,3303,107,99,6.75,1068,24000,12.0,4430,12.99,0.85,341.00,5211.00,-0.45
084010,대한제강,KOSPI,3056,1,1,1.04,2498,34371,12.0,7460,17.76,0.27,420.00,27815.00,2.61
084670,동양고속,KOSPI,306,6,-2,6.86,702,2895,12.0,24000,23.44,1.15,1024.00,20914.00,-1.03
084680,이월드,KOSPI,1085,-4,-227,-8.78,879,141806,12.0,607,-4.19,0.37,-145.00,1654.00,-2.10
084690,대상홀딩스,KOSPI,14259,781,636,-11.79,2581,36212,12.0,7340,-2.55,0.44,-2878.00,16654.00,2.95
084695,대상홀딩스우,KOSPI,0,0,0,0.0,104,913,12.0,11430,0.00,0.00,0.00,0.00,-0.44
084870,TBH글로벌,KOSPI,473,-9,-24,1.92,396,20458,12.0,1915,45.60,0.64,42.00,2972.00,-1.29
085310,엔케이,KOSPI,319,5,29,-0.9,593,7418,12.0,7920,-15.14,0.34,-523.00,23373.00,-1.00
085620,미래에셋생명,KOSPI,27964,684,663,6.52,21534,135180,12.0,15640,23.70,0.83,660.00,18762.00,-1.82
086280,현대글로비스,KOSPI,78127,5215,4451,17.34,142275,75000,12.0,194800,8.43,1.41,23117.00,138016.00,2.69
086790,하나금융지주,KOSPI,290048,16536,17110,9.2,363811,274367,12.0,,,,,,
088350,한화생명,KOSPI,99852,4808,4846,6.95,37694,868530,12.0,4430,6.00,0.24,738.00,18466.00,2.07
088790,진도,KOSPI,442,11,11,0.84,299,12447,12.0,2420,33.15,0.28,73.00,8660.00,0.62
089470,HDC현대EP,KOSPI,2549,78,92,8.82,1138,31900,12.0,3580,3.45,0.26,1039.00,13772.00,0.28
089590,제주항공,KOSPI,5162,690,192,-23.05,3362,80640,12.0,4175,-2.89,1.22,-1443.00,3415.00,0.12
089860,롯데렌탈,KOSPI,7309,836,415,8.54,13325,36309,12.0,,,,,,
090080,평화산업,KOSPI,1626,51,74,38.5,492,54902,12.0,911,3.19,0.80,286.00,1132.00,1.56
090350,노루페인트,KOSPI,1762,79,93,4.87,1470,20000,12.0,7380,9.18,0.36,804.00,20328.00,0.41
090355,노루페인트우,KOSPI,0,0,0,0.0,47,463,12.0,10330,0.00,0.00,0.00,0.00,0.78
090370,메타랩스,KOSPI,304,5,-3,-13.2,285,27304,12.0,1040,-2.95,0.37,-353.00,2808.00,-0.48
090430,아모레퍼시픽,KOSPI,11358,1267,1527,4.34,70015,58492,12.0,116900,34.25,1.48,3413.00,78989.00,-2.34
090435,아모레퍼시픽우,KOSPI,0,0,0,0.0,4175,10557,12.0,40300,0.00,0.00,0.00,0.00,1.90
090460,비에이치,KOSPI,3716,107,370,11.25,5575,33711,12.0,,,,,,
091810,트리니티항공,KOSPI,6121,192,-169,-439.24,2930,510530,12.0,558,-0.42,3.88,-1326.00,144.00,-2.79
092200,디아이씨,KOSPI,1652,28,32,-8.55,1582,38888,12.0,,,,,,
092220,KEC,KOSPI,643,-48,-51,-8.74,1062,40152,12.0,2540,-3.84,0.31,-662.00,8116.00,-3.97
092230,KPX홀딩스,KOSPI,3110,133,450,11.0,3468,4224,12.0,82000,4.37,0.29,18774.00,279950.00,-0.12
092440,기신정기,KOSPI,1193,-37,-2,-0.31,551,29200,3.0,1880,-69.63,0.22,-27.00,8443.00,-0.48
092780,DYP,KOSPI,1171,30,40,6.87,433,13168,12.0,3340,5.64,0.29,592.00,11386.00,1.37
092790,넥스틸,KOSPI,1006,27,43,3.97,2839,26002,12.0,10860,7.84,0.61,1386.00,17845.00,-0.55
093050,LF,KOSPI,4619,444,455,6.71,6593,29240,12.0,21800,6.45,0.36,3382.00,61158.00,-3.33
093240,형지엘리트,KOSPI,1295,88,100,8.33,268,61390,6.0,440,-13.33,0.21,-33.00,2110.00,0.46
093370,후성,KOSPI,1414,93,-9,-1.38,11444,107255,12.0,11050,221.00,3.54,50.00,3118.00,3.56
094280,효성ITX,KOSPI,1303,34,31,20.45,1373,11558,12.0,11900,9.57,1.89,1243.00,6308.00,0.17
095570,AJ네트웍스,KOSPI,2872,219,115,7.07,1945,45252,12.0,4170,6.64,0.41,628.00,10216.00,-3.02
095720,웅진씽크빅,KOSPI,1796,-34,-51,-6.17,662,56827,12.0,1167,-2.96,0.25,-394.00,4650.00,0.17
096760,JW홀딩스,KOSPI,2432,515,516,27.69,2820,73924,12.0,,,,,,
096770,SK이노베이션,KOSPI,242121,20832,13949,-9.04,196608,169052,12.0,118400,-5.62,0.91,-21056.00,129847.00,1.81
096775,SK이노베이션우,KOSPI,0,0,0,0.0,764,1248,12.0,62300,0.00,0.00,0.00,0.00,1.80
097230,HJ중공업,KOSPI,5414,246,253,13.69,13092,90295,12.0,14830,24.51,2.00,605.00,7416.00,2.28
097520,엠씨넥스,KOSPI,3035,114,164,12.14,3020,17401,12.0,18020,6.26,0.76,2877.00,23796.00,3.80
097950,CJ제일제당,KOSPI,71111,2381,1696,-6.6,28030,15054,12.0,185500,-5.32,0.42,-34884.00,440524.00,-0.38
097955,CJ제일제당 우,KOSPI,0,0,0,0.0,1575,1327,12.0,122000,0.00,0.00,0.00,0.00,2.78
100090,SK오션플랜트,KOSPI,1747,169,139,5.63,8390,62478,12.0,14430,23.09,1.11,625.00,13037.00,7.45
